Quarter,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Total Operating Income As Reported,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Interest Income Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Research And Development,Selling General And Administration,Selling And Marketing Expense,General And Administrative Expense,Other Gand A,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Ticker,Total Unusual Items,Total Unusual Items Excluding Goodwill,Other Income Expense,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Restructuring And Mergern Acquisition,Gain On Sale Of Security,Rent Expense Supplemental,Rent And Landing Fees,Salaries And Wages,Earnings From Equity Interest,Total Other Finance Cost,Depreciation Amortization Depletion Income Statement,Depreciation And Amortization In Income Statement,Insurance And Claims,Amortization,Amortization Of Intangibles Income Statement,Write Off,Other Taxes,Average Dilution Earnings,Gain On Sale Of Ppe,Minority Interests,Otherunder Preferred Stock Dividend,Securities Amortization,Gain On Sale Of Business,Earnings From Equity Interest Net Of Tax,Impairment Of Capital Assets,Preferred Stock Dividends,Net Income Discontinuous Operations,Depreciation Income Statement,Provision For Doubtful Accounts,Net Income From Tax Loss Carryforward
2023-06-30,0.0,0.0,-2500000.0,-2549000.0,47000.0,,-2500000.0,-2547000.0,,,,-2549000.0,-2549000.0,2547000.0,-2547000.0,21339.0,21339.0,-119.43,-119.43,-2549000.0,-2549000.0,-2549000.0,-2549000.0,-2549000.0,,-2549000.0,,,,-2547000.0,2547000.0,,1383000.0,1164000.0,,1164000.0,1164000.0,,,0.0,0.0,PHIO,,,-2000.0,-2000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-31,,,,,,,,,,,,,,,,126912.0,126912.0,-28.35,-28.35,,,,,,,,,,,,,,,,,,,,,,,PHIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-30,0.0,0.21,-2751378.0,-2763743.0,2600.0,,-2751378.0,-2753978.0,-58.0,,,-2763743.0,-2763743.0,2753978.0,-2753978.0,834915.0,834915.0,-3.31,-3.31,-2763743.0,-2763743.0,-2763743.0,-2763743.0,-2763743.0,9707.0,-2754036.0,-58.0,,,-2753978.0,2753978.0,,709049.0,2044929.0,,2044929.0,2044929.0,,,0.0,0.0,ZVSA,0.0,0.0,,,0.0,,,,,,,,58.0,,,,,,0.0,,,,,,,,,0.0,,,,,
2024-03-31,0.0,0.0,-2824036.0,-2826737.0,2600.0,,-2824036.0,-2826636.0,-101.0,101.0,,-2826737.0,-2826737.0,2826636.0,-2826636.0,623600.0,623600.0,-4.53,-4.53,-2826737.0,-2826737.0,-2826737.0,-2826737.0,-2826737.0,0.0,-2826737.0,-101.0,101.0,,-2826636.0,2826636.0,,512937.0,2313699.0,,2313699.0,2313699.0,,,0.0,0.0,ZVSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-31,-520084.062982,0.042776,10384640.0,-13338500.0,2600.0,,-1773615.0,-1776215.0,-98.0,,-98.0,-1700329.062982,-13338500.0,1776215.0,-13934470.0,,,,,-13338500.0,-13338500.0,-13338500.0,-13338500.0,-13338500.0,-596068.0,-13934568.0,-98.0,,-98.0,-1776215.0,1776215.0,,257111.0,1519104.0,,1519104.0,1519104.0,,,0.0,0.0,ZVSA,-12158255.0,-12158255.0,-12158255.0,,-12158255.0,,,,,,,,,,,,,,12158255.0,,,,,,,,,0.0,0.0,,,,
2023-09-30,0.0,0.0944,-2900078.0,-2902403.0,2600.0,,-2900078.0,-2902678.0,-210.0,210.0,,-2902403.0,-2902403.0,2902678.0,-2902678.0,88510.0,88510.0,-31.5,-31.5,-2934776.0,-2934776.0,-2902403.0,-2902403.0,-2902403.0,-485.0,-2902888.0,-210.0,210.0,,-2902678.0,2902678.0,,673943.0,2228735.0,,2228735.0,2228735.0,,,0.0,0.0,ZVSA,0.0,0.0,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,32373.0,,,,
2023-06-30,-7346153.441311,0.090498,76028003.0,-78513093.0,2600.0,,-5147201.0,-5149801.0,-314.0,,,-4684042.441311,-78513093.0,5149801.0,-86325005.0,51017.0,51017.0,-1694.12,-1694.12,-86428929.0,-86428929.0,-78513093.0,-78513093.0,-78513093.0,-7812226.0,-86325319.0,-314.0,,,-5149801.0,5149801.0,,1220576.0,3929225.0,,3929225.0,3929225.0,,,0.0,0.0,ZVSA,-81175204.0,-81175204.0,-81175204.0,,-81175204.0,,,,,,,,314.0,,,,,,69280171.0,,,,,,,,,11895033.0,7915836.0,,,,
2023-03-31,,,,,,,,,,,1078.0,,,,,26081.0,26081.0,-135.88,-135.88,,,,,,,,,,1078.0,,,,,,,,,,,,,ZVSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-30,0.0,0.0,-2319840.0,-2325057.0,,,-2319840.0,-2319840.0,48397.0,5217.0,53614.0,-2325057.0,-2325057.0,2373454.0,-2373454.0,962149.0,962149.0,-2.42,-2.42,-2325057.0,-2325057.0,-2325057.0,-2325057.0,-2325057.0,,-2325057.0,48397.0,5217.0,53614.0,-2373454.0,2373454.0,,999553.0,1373901.0,,1373901.0,1373901.0,,,0.0,0.0,THAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-31,0.0,0.0,-2251409.0,-2256109.0,,,-2251409.0,-2251409.0,91194.0,4700.0,95894.0,-2256109.0,-2256109.0,2347303.0,-2347303.0,783853.0,783853.0,-2.85,-2.85,-2256109.0,-2256109.0,-2256109.0,-2256109.0,-2256109.0,,-2256109.0,91194.0,4700.0,95894.0,-2347303.0,2347303.0,,1025258.0,1322045.0,,1322045.0,1322045.0,,,0.0,0.0,THAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-31,0.0,0.0,-2473423.0,-2473777.0,,,-2473423.0,-2473423.0,57379.0,354.0,57733.0,-2473777.0,-2473777.0,2531156.0,-2531156.0,,,,,-2473777.0,-2473777.0,-2473777.0,-2473777.0,-2473777.0,,-2473777.0,57379.0,354.0,57733.0,-2531156.0,2531156.0,,992725.0,1538431.0,,1538431.0,1538431.0,,,0.0,0.0,THAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-30,0.0,0.0,-1816619.0,-1820115.0,,,-1816619.0,-1816619.0,24955.0,3496.0,28451.0,-1820115.0,-1820115.0,1845070.0,-1845070.0,46117.0,46117.0,-41.25,-41.25,-1820115.0,-1820115.0,-1820115.0,-1820115.0,-1820115.0,,-1820115.0,24955.0,3496.0,28451.0,-1845070.0,1845070.0,,488177.0,1356893.0,,1356893.0,1356893.0,,,0.0,0.0,THAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-30,0.0,0.0,-2330397.0,-2336914.0,,,-2330397.0,-2330397.0,27682.0,6517.0,34199.0,-2336914.0,-2336914.0,2364596.0,-2364596.0,44889.0,44889.0,-52.06,-52.06,-2336914.0,-2336914.0,-2336914.0,-2336914.0,-2336914.0,,-2336914.0,27682.0,6517.0,34199.0,-2364596.0,2364596.0,,1031056.0,1333540.0,,1333540.0,1333540.0,,,0.0,0.0,THAR,,,,,,,,,,,75927.0,,,,,,,,,,,,,,,,,,,,,,
2023-03-31,,,,,,,,,,,,,,,,30705.0,30705.0,-87.6,-87.6,,,,,,,,,,,,,,,,,,,,,,,THAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-30,0.0,0.0,-7383995.0,-8874848.0,1829522.0,837937.0,-7213980.0,-9043502.0,-239061.0,240207.0,1146.0,-9044863.0,-8874848.0,9458229.0,-8698285.0,1644.0,1644.0,-5396.0,-5396.0,-8874848.0,-8874848.0,-8874848.0,-9283709.0,-9283709.0,0.0,-9283709.0,-239061.0,240207.0,1146.0,-8698285.0,8620292.0,,3606621.0,5013671.0,,5013671.0,5013671.0,-77993.0,837937.0,759944.0,759944.0,SCPX,170015.0,170015.0,-346363.0,-516378.0,170000.0,-170000.0,0.0,15.0,,,,,,,,,,,,,,,408861.0,,,,,,,0.0,,,
2024-03-31,0.0,0.0,-3506574.0,-4417549.0,1806375.0,938212.0,-2601594.0,-4407969.0,-232801.0,249719.0,16918.0,-5322529.0,-4417549.0,9835788.0,-5321840.0,140904.0,140904.0,-32.0,-32.0,-4417549.0,-4417549.0,-4417549.0,-4657688.0,-4657688.0,0.0,-4657688.0,-232801.0,249719.0,16918.0,-6321840.0,8897576.0,,3888345.0,5009231.0,,5009231.0,5009231.0,2575736.0,938212.0,3513948.0,3513948.0,SCPX,904980.0,904980.0,1896953.0,991973.0,1000000.0,,-1000000.0,-95020.0,,,,,,,,,,,,,,,240139.0,,,,,,,0.0,,,
2023-12-31,0.0,0.0,-4177790.0,-6250738.0,1805667.0,1196544.0,-4154183.0,-5959850.0,,,,-6274345.0,-5408036.0,11283295.0,-6435261.0,,,,,-5408036.0,-5408036.0,-5408036.0,-5664320.0,-6507022.0,0.0,-6507022.0,,,,-6435261.0,10086751.0,,3519605.0,6567146.0,,6567146.0,6567146.0,3651490.0,1196544.0,4848034.0,4848034.0,SCPX,23607.0,23607.0,247888.0,224281.0,0.0,,0.0,23607.0,,,,,,,,,,,0.0,,,,256284.0,,,,,,,842702.0,,,
2023-09-30,0.0,0.0,-8926407.0,-10026704.0,2097272.0,545023.0,-8962523.0,-11059795.0,,,,-9990588.0,-13132470.0,11782921.0,-11059795.0,130252.0,130252.0,-100.0,-100.0,-13132470.0,-13132470.0,-13132470.0,-14312029.0,-11206263.0,0.0,-11206263.0,,,,-11059795.0,11237898.0,,5155359.0,6082539.0,,6082539.0,6082539.0,178103.0,545023.0,723126.0,723126.0,SCPX,-36116.0,-36116.0,-146468.0,-110352.0,0.0,,0.0,-36116.0,,,,,,,,,,,0.0,,,,1179559.0,,,,,,,-3105766.0,,,
2023-06-30,-1222.466849,0.047016,-10092620.0,-11506510.0,1872913.0,383692.0,-10118621.0,-11991534.0,-47108.0,155782.0,108674.0,-11481731.466849,-13892016.0,12584607.0,-11926829.0,130235.0,130235.0,-106.668837,-106.668837,-13892016.0,-13892016.0,-13892016.0,-13961702.0,-11576196.0,-571120.0,-12147316.0,-47108.0,155782.0,108674.0,-11926829.0,12200915.0,,5154072.0,7046843.0,,7046843.0,7046843.0,274086.0,383692.0,657778.0,657778.0,SCPX,-26001.0,-26001.0,-173379.0,-147378.0,0.0,,0.0,-26001.0,,,,,,363750.0,363750.0,,363750.0,363750.0,,,,,69686.0,,,,,,,-2385506.0,,,
2023-03-31,,,,,,,,,61550.0,134443.0,195993.0,,,,,129855.0,129855.0,-98.0,-98.0,,,,,,,,61550.0,134443.0,195993.0,,,,,,,,,,,,,SCPX,,,,,,,,,,,,,,363750.0,363750.0,,363750.0,363750.0,,,,,,,,,,,,,,,
2024-06-30,0.0,0.0,-3439254.0,-3450256.0,,,-3439254.0,-3439254.0,-11002.0,11002.0,,-3450256.0,-3450256.0,3458382.0,-3458382.0,1977093.0,1977093.0,-1.75,-1.75,-3450256.0,-3450256.0,-3450256.0,-3450256.0,-3450256.0,,-3450256.0,-11002.0,11002.0,,-3458382.0,3458382.0,,1956094.0,1502288.0,,1502288.0,1502288.0,,,0.0,0.0,VRPX,,,19128.0,19128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-31,0.0,0.0,-3302457.0,-3220424.0,,,-3302457.0,-3302457.0,,,,-3220424.0,-3220424.0,3302457.0,-3302457.0,1171233.0,1171233.0,-2.75,-2.75,-3220424.0,-3220424.0,-3220424.0,-3220424.0,-3220424.0,0.0,-3220424.0,,,,-3302457.0,3302457.0,,1613275.0,1689182.0,,1689182.0,1689182.0,,,0.0,0.0,VRPX,,,82033.0,82033.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-31,0.0,0.0,-5934099.0,-4561709.0,,,-5934099.0,-5934099.0,,,,-4561709.0,-4561709.0,5934099.0,-4684099.0,,,,,-4561709.0,-4561709.0,-4561709.0,-4561709.0,-4561709.0,0.0,-4561709.0,,,,-5934099.0,5934099.0,,1095588.0,4838511.0,,4838511.0,4838511.0,,,0.0,0.0,VRPX,,,1372390.0,122390.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-30,0.0,0.0,-6115138.0,-5994498.0,,,-6115138.0,-6115138.0,,,,-5994498.0,-5994498.0,6115138.0,-6115138.0,1171428.0,1171428.0,-5.1,-5.1,-5994498.0,-5994498.0,-5994498.0,-5994498.0,-5994498.0,0.0,-5994498.0,,,,-6115138.0,6115138.0,,1495619.0,4619519.0,,4619519.0,4619519.0,,,0.0,0.0,VRPX,,,120640.0,120640.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-30,0.0,0.0,-3112767.0,-3112767.0,,,-3112767.0,-3112767.0,0.0,0.0,,-3112767.0,-3112767.0,3239487.0,-3239487.0,1171233.0,1171233.0,-2.66,-2.66,-3112767.0,-3112767.0,-3112767.0,-3112767.0,-3112767.0,0.0,-3112767.0,0.0,0.0,,-3239487.0,3239487.0,,1290787.0,1948700.0,,1948700.0,1948700.0,,,0.0,0.0,VRPX,,,126720.0,126720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-31,,,,,,,,,,,,,,,,1171233.0,1171233.0,-1.3,-1.3,,,,,,0.0,,,,,,,,,,,,,,,,,VRPX,1250000.0,1250000.0,,,1250000.0,-1250000.0,,,,,95942.0,,,,,,,,,,,,,,,,,,,,,,
2024-06-30,0.0,0.0,-1466411.0,-1424433.0,1106.0,,-1466411.0,-1467517.0,43084.0,,,-1424433.0,-1424433.0,1467517.0,-1467517.0,600417.0,600417.0,-2.37,-2.37,-1424433.0,-1424433.0,-1424433.0,-1424433.0,-1424433.0,,-1424433.0,43084.0,,,-1467517.0,1467517.0,,214447.0,1253070.0,,1253070.0,1253070.0,,,0.0,0.0,SLRX,,,,,,,,,,,,,-43084.0,,,,,,,,,,,,,,,,,,,,
2024-03-31,0.0,0.0,-1770508.0,-1715290.0,1107.0,,-1770508.0,-1771615.0,56325.0,,56325.0,-1715290.0,-1715290.0,1771615.0,,524326.0,524326.0,-3.28,-3.28,-1715290.0,-1715290.0,-1715290.0,-1715290.0,-1715290.0,,-1715290.0,56325.0,,56325.0,-1771615.0,1771615.0,,243002.0,1528613.0,,1528613.0,1528613.0,,,0.0,0.0,SLRX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-31,0.0,0.0,-969596.0,-881796.0,1105.0,,-969596.0,-970701.0,88905.0,,88905.0,-881796.0,-881796.0,970701.0,,,,,,-881796.0,-881796.0,-881796.0,-881796.0,-881796.0,,-881796.0,88905.0,,88905.0,-970701.0,970701.0,,59953.0,910748.0,,910748.0,910748.0,,,0.0,0.0,SLRX,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
2023-09-30,0.0,0.0,-2526577.0,-2442816.0,5608.0,,-2526577.0,-2532185.0,89369.0,,89369.0,-2442816.0,-2442816.0,2532185.0,,469253.0,469253.0,-5.2,-5.2,-2442816.0,-2442816.0,-2442816.0,-2442816.0,-2442816.0,,-2442816.0,89369.0,,89369.0,-2532185.0,2532185.0,,1036354.0,1495831.0,,1495831.0,1495831.0,,,0.0,0.0,SLRX,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
2023-06-30,0.0,0.0,-3969726.0,-3877308.0,1669.0,,-3969726.0,-3971395.0,94087.0,,,-3877308.0,-3877308.0,3971395.0,-3971395.0,338638.0,338638.0,-11.45,-11.45,-3877308.0,-3877308.0,-3877308.0,-3877308.0,-3877308.0,,-3877308.0,94087.0,,,-3971395.0,3971395.0,,2351852.0,1619543.0,,1619543.0,1619543.0,,,0.0,0.0,SLRX,,,,,,,,,,,,,-94087.0,,,,,,,,,,,,,,,,,,,,
2023-03-31,,,,,,,,,,,79890.0,,,,,298995.0,298995.0,-17.84,-17.84,,,,,,,,,,79890.0,,,,,,,,,,,,,SLRX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-30,382830.0,0.21,-6073000.0,-4891000.0,89000.0,103000.0,-4250000.0,-4339000.0,-283000.0,521000.0,238000.0,-6331170.0,-4891000.0,6828000.0,-6503000.0,852722.0,852722.0,-5.75,-5.75,-4891000.0,-4891000.0,-4891000.0,-4891000.0,-4891000.0,31000.0,-4860000.0,-283000.0,521000.0,238000.0,-6503000.0,6725000.0,,3127000.0,3598000.0,,,,222000.0,103000.0,325000.0,325000.0,TRVN,1823000.0,1823000.0,1926000.0,103000.0,,,,1823000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-31,0.0,0.0,-9433000.0,-7678000.0,88000.0,88000.0,-7077000.0,-7165000.0,-160000.0,513000.0,353000.0,-10034000.0,-7678000.0,9898000.0,-9878000.0,852135.0,852135.0,-9.0,-9.0,-7678000.0,-7678000.0,-7678000.0,-7678000.0,-7678000.0,,-7678000.0,-160000.0,513000.0,353000.0,-9878000.0,9810000.0,,3965000.0,5845000.0,,,,-68000.0,88000.0,20000.0,20000.0,TRVN,2356000.0,2356000.0,2360000.0,4000.0,,,,2356000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-30,0.0,0.0,-8305000.0,-7930000.0,84000.0,175000.0,-7636000.0,-7720000.0,167000.0,210000.0,377000.0,-8599000.0,-7930000.0,9007000.0,-8827000.0,558572.0,558572.0,-14.25,-14.25,-7930000.0,-7930000.0,-7930000.0,-7930000.0,-7930000.0,0.0,-7930000.0,167000.0,210000.0,377000.0,-8827000.0,8832000.0,,4260000.0,4572000.0,,,,5000.0,175000.0,180000.0,180000.0,TRVN,669000.0,669000.0,730000.0,61000.0,,,,669000.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2023-06-30,-160860.0,0.21,-5741000.0,-8012000.0,83000.0,88000.0,-6507000.0,-6590000.0,-799000.0,1122000.0,323000.0,-7406860.0,-8012000.0,9217000.0,-6196000.0,463205.0,463205.0,-17.25,-17.25,-8012000.0,-8012000.0,-8012000.0,-8012000.0,-8012000.0,300000.0,-7712000.0,-799000.0,1122000.0,323000.0,-6196000.0,9129000.0,,3991000.0,5138000.0,,,,2933000.0,88000.0,3021000.0,3021000.0,TRVN,-766000.0,-766000.0,-717000.0,49000.0,,,,-766000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-31,0.0,0.0,-9739000.0,-7819000.0,82000.0,127000.0,-7291000.0,-7373000.0,-157000.0,446000.0,289000.0,-10267000.0,-7819000.0,10125000.0,-10119000.0,383762.0,383762.0,-20.25,-20.25,-7819000.0,-7819000.0,-7819000.0,-7819000.0,-7819000.0,,-7819000.0,-157000.0,446000.0,289000.0,-10119000.0,9998000.0,,3909000.0,6089000.0,,,,-121000.0,127000.0,6000.0,6000.0,TRVN,2448000.0,2448000.0,2457000.0,9000.0,,,,2448000.0,,,,,,,,,,,,,,,,,,,,,,,,,1000.0
2024-06-30,0.0,0.0,-3317000.0,-1629000.0,1000.0,,-1202000.0,-1203000.0,-373000.0,426000.0,53000.0,-3744000.0,-1629000.0,3371000.0,-3371000.0,14979095.0,14979095.0,-0.11,-0.11,-1669000.0,-1669000.0,-1629000.0,-1629000.0,-1629000.0,0.0,-1629000.0,-373000.0,426000.0,53000.0,-3371000.0,3371000.0,,1058000.0,2313000.0,,2313000.0,2313000.0,,,0.0,0.0,ALLR,2115000.0,2115000.0,2115000.0,,,,,2115000.0,,,,,,,,,,,,,,,,-31000.0,,,,,71000.0,,,,
2024-03-31,514.686769,0.00104,-4238000.0,-3843000.0,2000.0,,-3743000.0,-3745000.0,-102000.0,102000.0,0.0,-4337485.313231,-3843000.0,4240000.0,-4240000.0,175266.0,175266.0,-22.14,-22.14,-3880000.0,-3880000.0,-3843000.0,-3843000.0,-3843000.0,-4000.0,-3847000.0,-102000.0,102000.0,0.0,-4240000.0,4240000.0,,2170000.0,2070000.0,,2070000.0,2070000.0,,,0.0,0.0,ALLR,495000.0,495000.0,495000.0,,,,,495000.0,,,,,,,,,,,,,,,,,,,,,37000.0,,,,
2023-12-31,852180.0,0.21,-5458000.0,-1722000.0,9000.0,,-1400000.0,-1409000.0,-227000.0,230000.0,3000.0,-4927820.0,-1722000.0,4879000.0,-4879000.0,,,,,-1722000.0,-1722000.0,-1722000.0,-1722000.0,-1722000.0,83000.0,-1639000.0,-227000.0,230000.0,3000.0,-4879000.0,4879000.0,,2623000.0,2256000.0,,2256000.0,2256000.0,,,0.0,0.0,ALLR,4058000.0,4058000.0,3467000.0,,0.0,,,4058000.0,,,,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,
2023-09-30,0.0,0.0,-4405000.0,-4447000.0,9000.0,,-4404000.0,-4413000.0,-22000.0,34000.0,12000.0,-4448000.0,-4447000.0,4426000.0,-4426000.0,123736.0,123736.0,-44.8,-44.8,-5552000.0,-5552000.0,-4447000.0,-4447000.0,-4447000.0,0.0,-4447000.0,-22000.0,34000.0,12000.0,-4426000.0,4426000.0,,1948000.0,2478000.0,,2478000.0,2478000.0,,,0.0,0.0,ALLR,1000.0,1000.0,1000.0,,0.0,,,1000.0,,,,,,,,,,,,,,0.0,,,,,,0.0,1105000.0,,,,
2023-06-30,0.0,0.0,-4144000.0,-2380000.0,9000.0,,-2229000.0,-2238000.0,-139000.0,142000.0,3000.0,-4295000.0,-2380000.0,4156000.0,-4156000.0,18621.0,18621.0,-525.53,-525.53,-9786000.0,-9786000.0,-2380000.0,-2380000.0,-2380000.0,0.0,-2380000.0,-139000.0,142000.0,3000.0,-4156000.0,4156000.0,,1105000.0,3051000.0,,3051000.0,3051000.0,,,0.0,0.0,ALLR,1915000.0,1915000.0,1915000.0,,0.0,,,1915000.0,,,,,,,,,,,,,,0.0,,0.0,,,,0.0,7406000.0,,,,
2023-03-31,,,,,,,,,,,,,,,,1485.0,1485.0,-2259.93266,-2259.93266,,,,,,,,,,,,,,,,,,,,,,,ALLR,,,,,0.0,,,,,,,,9000.0,,,,,,,,,0.0,,,,,,0.0,,,,,
2024-06-30,0.0,0.0,-5933000.0,-5883000.0,91000.0,,-5933000.0,-6024000.0,,,,-5883000.0,-5883000.0,6024000.0,-6024000.0,3519875.0,3519875.0,-1.67,-1.67,-5883000.0,-5883000.0,-5883000.0,-5883000.0,-5883000.0,,-5883000.0,,,,-6024000.0,6024000.0,,3643000.0,2381000.0,,2381000.0,2381000.0,,,0.0,0.0,APVO,0.0,0.0,141000.0,141000.0,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,
2024-03-31,0.0,0.0,-6877000.0,-6834000.0,106000.0,,-6877000.0,-6983000.0,,,,-6834000.0,-6834000.0,6983000.0,-6983000.0,686735.0,686735.0,-9.95,-9.95,-6834000.0,-6834000.0,-6834000.0,-6834000.0,-6834000.0,,-6834000.0,,,,-6983000.0,6983000.0,,3752000.0,3231000.0,,3231000.0,3231000.0,,,0.0,0.0,APVO,0.0,0.0,149000.0,149000.0,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,
2023-12-31,0.0,0.0,-6268000.0,-6196000.0,116000.0,,-6268000.0,-6384000.0,,,,-6196000.0,-5903000.0,6384000.0,-6384000.0,,,,,-5903000.0,-5903000.0,-5903000.0,-5903000.0,-6196000.0,,-6196000.0,,,,-6384000.0,6384000.0,,3591000.0,2793000.0,,2793000.0,2793000.0,,,0.0,0.0,APVO,0.0,0.0,188000.0,188000.0,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,293000.0,,,
2023-09-30,0.0,0.0,-6438000.0,-6334000.0,123000.0,,-6438000.0,-6561000.0,,,,-6334000.0,-6334000.0,6561000.0,-6561000.0,285886.0,285886.0,-22.0,-22.0,-6334000.0,-6334000.0,-6334000.0,-6334000.0,-6334000.0,,-6334000.0,,,,-6561000.0,6561000.0,,3887000.0,2674000.0,,2674000.0,2674000.0,,,0.0,0.0,APVO,0.0,0.0,227000.0,227000.0,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,
2023-06-30,0.0,0.0,-8028000.0,-7948000.0,150000.0,,-8028000.0,-8178000.0,,,,-7948000.0,-7948000.0,8178000.0,-8178000.0,147321.0,147321.0,-53.95,-53.95,-7948000.0,-7948000.0,-7948000.0,-7948000.0,-7948000.0,,-7948000.0,,,,-8178000.0,8178000.0,,5462000.0,2716000.0,,2716000.0,2716000.0,,,0.0,0.0,APVO,0.0,0.0,230000.0,230000.0,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,
2023-03-31,,,,,,,,,,,,,,,,159597.0,159597.0,17.38,17.38,,,,,,,,,,,,,,,,,,,,,,,APVO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-30,0.0,0.0,-2109941.0,-1974033.0,25000.0,,-2112118.0,-2137118.0,165262.0,,165262.0,-1971856.0,-1974033.0,2137118.0,,5049720.0,5049720.0,-0.39,-0.39,-1974033.0,-1974033.0,-1974033.0,-1974033.0,-1974033.0,,-1974033.0,165262.0,,165262.0,-2137118.0,2137118.0,,519349.0,1617769.0,,1617769.0,1617769.0,,,0.0,0.0,QNRX,-2177.0,-2177.0,-2177.0,,,,,-2177.0,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-31,0.0,0.0,-2426775.0,-2327280.0,25000.0,,-2433284.0,-2458284.0,137513.0,,137513.0,-2320771.0,-2327280.0,2458284.0,,2103292.0,2103292.0,-1.11,-1.11,-2327280.0,-2327280.0,-2327280.0,-2327280.0,-2327280.0,,-2327280.0,137513.0,,137513.0,-2458284.0,2458284.0,,842832.0,1615452.0,,1615452.0,1615452.0,,,0.0,0.0,QNRX,-6509.0,-6509.0,-6509.0,,,,,-6509.0,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-31,0.0,0.0,-2033447.0,-2049878.0,25674.0,,-2024204.0,-2049878.0,158546.0,0.0,158546.0,-2059121.0,-2049878.0,2217667.0,,987220.0,987220.0,-2.08,-2.076415,-2049878.0,-2049878.0,-2049878.0,-2049878.0,-2049878.0,,-2049878.0,158546.0,0.0,158546.0,-2217667.0,2217667.0,,832391.0,1385276.0,,1385276.0,1385276.0,,,0.0,0.0,QNRX,9243.0,9243.0,9243.0,,0.0,,,9243.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,
2023-09-30,0.0,0.0,-1902788.0,-1926679.0,26010.0,,-1900669.0,-1926679.0,196425.0,0.0,196425.0,-1928798.0,-1926679.0,2125223.0,,987220.0,987220.0,-1.98,-1.98,-1926679.0,-1926679.0,-1926679.0,-1926679.0,-1926679.0,,-1926679.0,196425.0,0.0,196425.0,-2125223.0,2125223.0,,758759.0,1366464.0,,1366464.0,1366464.0,,,0.0,0.0,QNRX,2119.0,2119.0,2119.0,,0.0,,,2119.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,
